100 0.000246
5100 0.532027
10100 2.16501
15100 5.11325
20100 9.40507
25100 14.9649
30100 21.8105
35100 29.9084
40100 39.7445
45100 50.187
50100 62.6081
55100 76.2775
60100 93.0603
65100 107.231
70100 124.751
75100 145.514
80100 165.338
85100 187.779
90100 225.661
95100 238.171
100100 270.303
105100 310.587
