100 0.000164
5100 0.444391
10100 1.80842
15100 3.96057
20100 6.91973
25100 10.7939
30100 15.4713
35100 21.0921
40100 27.7639
45100 34.5884
50100 42.486
55100 51.7853
60100 60.5438
65100 71.6975
70100 82.5718
75100 95.091
80100 108.309
85100 121.285
