100 0.000158
5100 0.416717
10100 1.74573
15100 3.87138
20100 7.26526
25100 10.7258
30100 15.3226
35100 22.9199
40100 44.1011
45100 53.0591
50100 43.0265
55100 79.7788
60100 62.4146
65100 75.2372
70100 89.6217
75100 105.605
80100 120.459
85100 122.745
